Id,Team,Match,Time,RecordType,Mode,Leave,AcqLoc,AcqCenter,AcqDis,AcqDrp,DelOrig,DelDest,DelMiss,DriveSta,RobotSta,HPAmp,StageStat,StageAtt,StageLoc,Harmony,Spotlit,ClimbT,OZTime,NZTime,AZTime,Defense,Avoidance,Strategy,Mics,ScouterName,ScouterError,match_event,teammat,TimeCenter
19,frc3339,53,2024-02-27 19:09:19.993,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
20,frc5990,53,2024-02-27 19:09:25.443,Activities,Teleop,0,Source,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,5990.53,0
21,frc3339,53,2024-02-27 19:09:36.013,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
22,frc5990,53,2024-02-27 19:09:39.163,Activities,Teleop,0,Source,0,0,0,SubW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,5990.53,0
23,frc3339,53,2024-02-27 19:09:40.030,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
24,frc3065,53,2024-02-27 19:09:47.023,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,3065.53,0
25,frc3339,53,2024-02-27 19:09:47.787,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
26,frc3339,53,2024-02-27 19:09:52.717,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
27,frc5990,53,2024-02-27 19:09:56.473,Activities,Teleop,0,Source,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,5990.53,0
28,frc3065,53,2024-02-27 19:10:11.270,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,3065.53,0
29,frc3339,53,2024-02-27 19:10:16.660,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,1,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
30,frc5990,53,2024-02-27 19:10:19.827,Activities,Teleop,0,Source,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,5990.53,0
31,frc3339,53,2024-02-27 19:10:22.577,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
32,frc3211,53,2024-02-27 19:10:24.173,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,1000,-,3211.53,0
33,frc3339,53,2024-02-27 19:10:28.373,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
34,frc3065,53,2024-02-27 19:10:29.150,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,3065.53,0
35,frc5990,53,2024-02-27 19:10:34.313,Activities,Teleop,0,Source,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10000000,-,5990.53,0
36,frc3339,53,2024-02-27 19:10:40.077,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
37,frc3211,53,2024-02-27 19:10:42.360,Activities,Teleop,0,Source,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,1000,-,3211.53,0
38,frc3065,53,2024-02-27 19:10:47.753,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,100000,-,3065.53,0
39,frc5990,53,2024-02-27 19:10:48.963,Activities,Teleop,0,Z,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,20000000,-,5990.53,0
40,frc3339,53,2024-02-27 19:10:50.153,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
41,frc3339,53,2024-02-27 19:10:56.963,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,3339.53,0
42,frc3211,53,2024-02-27 19:11:03.333,Activities,Teleop,0,Source,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,1000,-,3211.53,0
43,frc3065,53,2024-02-27 19:11:56.577,EndMatch,Showtime,1,-,0,0,0,-,-,0,red0,SubW,N,Park,0,A,9,9,0.0,45.7600226,23.695393199999998,67.2431897,1,0,Shooter,9,Nicky,100000,-,3065.53,0
44,frc5990,53,2024-02-27 19:11:56.590,EndMatch,Showtime,1,Source,0,0,0,-,-,0,red1,Amp,Y,Park,0,A,9,9,0.0,41.5277367,21.8867066,72.7647843,0,0,Shooter,0,Savannah,20000000,-,5990.53,0
45,frc3211,53,2024-02-27 19:11:56.597,EndMatch,Showtime,0,-,0,0,0,-,-,0,red2,Podm,N,Else,0,A,9,9,0.0,15.588708899999999,2.5753971,109.7138172,2,0,Hybrid,9,Gabriel,1000,-,3211.53,0
46,frc3339,53,2024-02-27 19:11:56.610,EndMatch,Showtime,1,OppWing,0,0,0,-,-,0,blue1,OppS,Y,Else,0,A,9,9,0.0,38.8796957,24.585940599999997,73.00052819999999,0,1,Hybrid,0,Eric,0,-,3339.53,0
47,frc3316,54,2024-02-27 19:14:22.550,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
48,frc8175,54,2024-02-27 19:14:25.667,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,1,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,8175.54,0
49,frc8175,54,2024-02-27 19:14:09.213,StartMatch,Auto,0,-,0,0,0,-,-,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,8175.54,0
50,frc8175,54,2024-02-27 19:14:27.213,EndAuto,Auto,0,-,0,0,0,-,-,0,red2,Podm,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,8175.54,0
51,frc7067,54,2024-02-27 19:14:09.710,StartMatch,Auto,0,-,0,0,0,-,-,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,7067.54,0
52,frc7067,54,2024-02-27 19:14:27.710,EndAuto,Auto,0,-,0,0,0,-,-,0,red0,OppS,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,7067.54,0
53,frc3316,54,2024-02-27 19:14:18.783,StartMatch,Auto,0,-,0,0,0,-,-,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
54,frc3316,54,2024-02-27 19:14:36.783,EndAuto,Auto,1,-,0,0,0,-,-,0,red1,SubW,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
55,frc1576,54,2024-02-27 19:14:20.247,StartMatch,Auto,0,-,0,0,0,-,-,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,1576.54,0
56,frc1576,54,2024-02-27 19:14:38.247,EndAuto,Auto,1,-,0,0,0,-,-,0,blue1,OppS,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,1576.54,0
57,frc1576,54,2024-02-27 19:14:58.000,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,1576.54,0
58,frc8175,54,2024-02-27 19:15:01.583,Activities,Teleop,0,Z,0,0,0,AllyW,Amp,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,8175.54,0
59,frc3316,54,2024-02-27 19:15:08.043,Activities,Teleop,0,Neutral,0,0,0,Neut,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
60,frc3316,54,2024-02-27 19:15:14.487,Activities,Teleop,0,Neutral,0,0,0,Neut,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
61,frc8175,54,2024-02-27 19:15:23.780,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,8175.54,0
62,frc3316,54,2024-02-27 19:15:28.810,Activities,Teleop,0,Neutral,0,0,0,Neut,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
63,frc8175,54,2024-02-27 19:15:35.053,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,1,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,8175.54,0
64,frc8175,54,2024-02-27 19:15:53.890,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,1,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,8175.54,0
65,frc3316,54,2024-02-27 19:15:55.533,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
66,frc3316,54,2024-02-27 19:16:06.070,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
67,frc3316,54,2024-02-27 19:16:41.997,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,3316.54,0
68,frc7067,54,2024-02-27 19:18:33.697,EndMatch,Showtime,0,OppWing,0,0,0,-,-,0,red0,OppS,Y,Park,-1,A,9,9,3.8543852999999997,25.117269399999998,24.207195499999997,41.244628,0,0,Mover,0,Nicky,0,-,7067.54,0
69,frc3316,54,2024-02-27 19:18:33.713,EndMatch,Showtime,1,-,0,0,0,-,-,0,red1,SubW,N,Park,0,A,9,9,0.0,17.8480281,79.529428,36.9893005,0,0,Shooter,9,Savannah,0,-,3316.54,0
70,frc8175,54,2024-02-27 19:18:33.727,EndMatch,Showtime,0,-,0,0,0,-,-,0,red2,Podm,N,Park,0,A,9,9,0.0,0.0,0.0,143.95629259999998,0,0,Shooter,9,Gabriel,10000000,-,8175.54,0
71,frc1576,54,2024-02-27 19:18:33.743,EndMatch,Showtime,1,AllyWing,0,0,0,-,-,0,blue1,OppS,Y,Park,0,A,9,9,0.0,0.0,92.4533342,41.3823206,3,0,Defense,2,Eric,0,-,1576.54,0
72,frc7177,55,2024-02-27 19:19:44.703,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,7177.55,0
73,frc1574,55,2024-02-27 19:19:44.767,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,1574.55,0
74,frc4320,55,2024-02-27 19:19:46.850,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
75,frc1690,55,2024-02-27 19:19:47.597,Activities,Auto,0,Pre,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,1690.55,0
76,frc4320,55,2024-02-27 19:19:53.827,Activities,Auto,0,AllyWing,0,0,0,AllyW,Spkr,1,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
77,frc9303,55,2024-02-27 19:19:39.890,StartMatch,Auto,0,-,0,0,0,-,-,0,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,9303.55,0
78,frc9303,55,2024-02-27 19:19:57.890,EndAuto,Auto,0,-,0,0,0,-,-,0,blue0,Amp,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,9303.55,0
79,frc1574,55,2024-02-27 19:19:58.083,Activities,Auto,0,AllyWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,1574.55,0
80,frc4320,55,2024-02-27 19:19:40.267,StartMatch,Auto,0,-,0,0,0,-,-,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
81,frc4320,55,2024-02-27 19:19:58.267,EndAuto,Auto,1,-,0,0,0,-,-,0,blue2,SubW,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
82,frc1942,55,2024-02-27 19:19:40.900,StartMatch,Auto,0,-,0,0,0,-,-,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,1942.55,0
83,frc1942,55,2024-02-27 19:19:58.900,EndAuto,Auto,0,-,0,0,0,-,-,0,red0,SubW,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,1942.55,0
84,frc7177,55,2024-02-27 19:19:41.890,StartMatch,Auto,0,-,0,0,0,-,-,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,7177.55,0
85,frc7177,55,2024-02-27 19:19:59.890,EndAuto,Auto,1,-,0,0,0,-,-,0,blue1,Podm,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,7177.55,0
86,frc1690,55,2024-02-27 19:20:00.957,Match_Event,Auto,0,-,0,0,0,-,-,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,CrossedCenter,1690.55,0
87,frc1574,55,2024-02-27 19:19:43.650,StartMatch,Auto,0,-,0,0,0,-,-,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,1574.55,0
88,frc1574,55,2024-02-27 19:20:01.650,EndAuto,Auto,1,-,0,0,0,-,-,0,red1,Podm,N,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,0,-,1574.55,0
89,frc1690,55,2024-02-27 19:19:45.830,StartMatch,Auto,0,-,0,0,0,-,-,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,1690.55,0
90,frc1690,55,2024-02-27 19:20:03.830,EndAuto,Auto,1,-,0,0,0,-,-,0,red2,OppS,Y,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,1690.55,0
91,frc1574,55,2024-02-27 19:20:12.837,Activities,Teleop,0,Z,0,0,0,Neut,AllyW,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10100000,-,1574.55,0
92,frc1690,55,2024-02-27 19:20:12.837,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,0,-,1690.55,0
93,frc4320,55,2024-02-27 19:20:13.457,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,1,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
94,frc1690,55,2024-02-27 19:20:15.557,Activities,Teleop,0,Z,0,0,0,AllyW,Amp,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
95,frc9303,55,2024-02-27 19:20:24.213,Activities,Teleop,0,AllyWing,0,0,0,SubW,Spkr,1,blue0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Jialing,0,-,9303.55,0
96,frc4320,55,2024-02-27 19:20:24.347,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
97,frc1690,55,2024-02-27 19:20:25.067,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
98,frc1690,55,2024-02-27 19:20:27.980,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
99,frc1574,55,2024-02-27 19:20:33.000,Activities,Teleop,0,Neutral,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,10200000,-,1574.55,0
100,frc1574,55,2024-02-27 19:20:35.257,Activities,Teleop,0,Z,0,0,0,AllyW,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,20200000,-,1574.55,0
101,frc1690,55,2024-02-27 19:20:36.060,Match_Event,Teleop,0,-,0,0,0,-,-,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,20200000,Fumbled,1690.55,0
102,frc1574,55,2024-02-27 19:20:41.593,Activities,Teleop,0,Neutral,0,0,0,Neut,Amp,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,20200000,-,1574.55,0
103,frc1942,55,2024-02-27 19:20:45.097,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,0,-,1942.55,0
104,frc1574,55,2024-02-27 19:20:46.723,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Savannah,20200000,-,1574.55,0
105,frc4320,55,2024-02-27 19:20:47.033,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
106,frc1690,55,2024-02-27 19:20:53.257,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
107,frc1690,55,2024-02-27 19:20:56.933,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
108,frc1942,55,2024-02-27 19:20:59.247,Activities,Teleop,0,Z,0,0,0,AllyW,Amp,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,10000000,-,1942.55,0
109,frc4320,55,2024-02-27 19:20:59.433,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
110,frc7177,55,2024-02-27 19:21:03.030,Activities,Teleop,0,Source,0,0,0,AllyW,Spkr,0,blue1,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Eric,0,-,7177.55,0
111,frc1942,55,2024-02-27 19:21:05.347,Activities,Teleop,0,Z,0,0,0,AllyW,Spkr,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,20000000,-,1942.55,0
112,frc1690,55,2024-02-27 19:21:06.350,Activities,Teleop,0,OppWing,0,0,0,AllyW,Spkr,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
113,frc4320,55,2024-02-27 19:21:10.260,Activities,Teleop,0,AllyWing,0,0,0,AllyW,Amp,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
114,frc1690,55,2024-02-27 19:21:11.370,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
115,frc1942,55,2024-02-27 19:21:18.430,Activities,Teleop,0,OppWing,0,0,0,Neut,Neut,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,20000000,-,1942.55,0
116,frc1690,55,2024-02-27 19:21:22.150,Activities,Teleop,0,OppWing,0,0,0,AllyW,Amp,0,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
117,frc4320,55,2024-02-27 19:21:23.993,Activities,Teleop,0,AllyWing,0,0,0,SubW,Spkr,0,blue2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Milo,0,-,4320.55,0
118,frc1942,55,2024-02-27 19:21:27.080,Activities,Teleop,0,Z,0,0,0,Neut,Neut,0,red0,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Nicky,30000000,-,1942.55,0
119,frc1690,55,2024-02-27 19:21:32.983,Activities,Teleop,0,Neutral,0,0,0,Neut,Spkr,1,red2,-,-,-,9,-,9,9,0.0,0.0,0.0,0.0,9,9,-,9,Gabriel,10000000,-,1690.55,0
